,date,team1Name,team2Name,venue,teamType,referee,result,day,month,season,avgLast5ScoresTeam1,avgLast5ScoresAgainstTeam1,avgLast5ScoresTeam2,avgLast5ScoresAgainstTeam2,avgLast5BpsTeam1,avgLast5BpsAgainstTeam1,avgLast5BpsTeam2,avgLast5BpsAgainstTeam2,avgLast5TriesTeam1,avgLast5ConversionsTeam1,avgLast5PenaltiesTeam1,avgLast5DropGoalsTeam1,avgLast5TriesAgainstTeam1,avgLast5ConversionsAgainstTeam1,avgLast5PenaltiesAgainstTeam1,avgLast5DropGoalsAgainstTeam1,avgLast5TriesTeam2,avgLast5ConversionsTeam2,avgLast5PenaltiesTeam2,avgLast5DropGoalsTeam2,avgLast5TriesAgainstTeam2,avgLast5ConversionsAgainstTeam2,avgLast5PenaltiesAgainstTeam2,avgLast5DropGoalsAgainstTeam2,targetCode,wonLastGameTeam1,wonLastGameTeam2,team1LastSeasonStanding,team2LastSeasonStanding
170,2016-01-01,Northampton,Exeter,Franklin's Gardens,home,JP Doyle,W,Fri,Jan,2015-16,14.0,14.2,32.0,15.6,0.6,0.2,0.6,0.4,1.0,0.6,2.6,0.0,1.2,0.8,2.2,0.0,4.0,2.4,2.4,0.0,1.8,1.2,1.4,0.0,1,0.0,1,1,5
781,2016-01-01,Exeter,Northampton,Franklin's Gardens,away,JP Doyle,L,Fri,Jan,2015-16,32.0,15.6,14.0,14.2,0.6,0.4,0.6,0.2,4.0,2.4,2.4,0.0,1.8,1.2,1.4,0.0,1.0,0.6,2.6,0.0,1.2,0.8,2.2,0.0,0,1.0,0,5,1
598,2016-01-02,Gloucester,London Irish,Kingsholm,home,Thomas Foley,W,Sat,Jan,2015-16,18.4,23.6,15.0,32.6,0.2,0.6,0.0,0.8,2.2,1.0,1.8,0.0,2.4,1.6,2.8,0.0,2.0,1.6,0.6,0.0,4.0,3.0,2.2,0.0,1,0.0,1,9,10
1102,2016-01-02,Sale,Wasps,AJ Bell Stadium,home,Luke Pearce,W,Sat,Jan,2015-16,17.0,20.0,23.0,21.8,0.4,0.4,0.2,0.2,1.6,1.2,2.2,0.0,2.4,1.0,2.0,0.0,2.2,1.8,2.8,0.0,2.4,1.6,2.2,0.0,1,0.0,0,7,6
991,2016-01-02,Leicester,Saracens,Allianz Park,away,Greg Garner,L,Sat,Jan,2015-16,20.4,15.2,29.6,11.4,0.2,0.0,0.4,0.2,2.2,1.4,2.2,0.0,1.2,1.0,2.4,0.0,2.8,2.4,3.6,0.0,1.0,0.8,1.6,0.0,0,1.0,1,3,4
280,2016-01-02,London Irish,Gloucester,Kingsholm,away,Thomas Foley,L,Sat,Jan,2015-16,15.0,32.6,18.4,23.6,0.0,0.8,0.2,0.6,2.0,1.6,0.6,0.0,4.0,3.0,2.2,0.0,2.2,1.0,1.8,0.0,2.4,1.6,2.8,0.0,0,1.0,1,10,9
491,2016-01-02,Saracens,Leicester,Allianz Park,home,Greg Garner,W,Sat,Jan,2015-16,29.6,11.4,20.4,15.2,0.4,0.2,0.2,0.0,2.8,2.4,3.6,0.0,1.0,0.8,1.6,0.0,2.2,1.4,2.2,0.0,1.2,1.0,2.4,0.0,1,1.0,1,4,3
675,2016-01-02,Bath,Newcastle,Kingston Park,away,Matthew Carley,L,Sat,Jan,2015-16,23.2,20.0,10.2,28.8,0.4,0.2,0.0,0.6,2.6,1.8,2.2,0.0,1.6,1.2,3.2,0.0,1.0,0.8,1.2,0.0,3.4,2.6,2.2,0.0,0,1.0,0,2,11
885,2016-01-02,Wasps,Sale,AJ Bell Stadium,away,Luke Pearce,L,Sat,Jan,2015-16,23.0,21.8,17.0,20.0,0.2,0.2,0.4,0.4,2.2,1.8,2.8,0.0,2.4,1.6,2.2,0.0,1.6,1.2,2.2,0.0,2.4,1.0,2.0,0.0,0,0.0,0,6,7
26,2016-01-02,Newcastle,Bath,Kingston Park,home,Matthew Carley,W,Sat,Jan,2015-16,10.2,28.8,23.2,20.0,0.0,0.6,0.4,0.2,1.0,0.8,1.2,0.0,3.4,2.6,2.2,0.0,2.6,1.8,2.2,0.0,1.6,1.2,3.2,0.0,1,0.0,1,11,2
386,2016-01-03,Worcester,Harlequins,Sixways,home,Andrew Small,L,Sun,Jan,2015-16,20.4,28.4,31.2,22.8,0.6,0.4,0.8,0.4,2.4,1.8,1.6,0.0,3.4,2.4,2.2,0.0,3.4,2.6,3.0,0.0,2.6,2.2,1.8,0.0,0,0.0,1,13,8
1187,2016-01-03,Harlequins,Worcester,Sixways,away,Andrew Small,W,Sun,Jan,2015-16,31.2,22.8,20.4,28.4,0.8,0.4,0.6,0.4,3.4,2.6,3.0,0.0,2.6,2.2,1.8,0.0,2.4,1.8,1.6,0.0,3.4,2.4,2.2,0.0,1,0.0,0,8,13
782,2016-01-09,Leicester,Northampton,Welford Road,home,Wayne Barnes,W,Sat,Jan,2015-16,16.8,17.2,13.0,10.8,0.2,0.2,0.4,0.4,1.8,1.2,1.8,0.0,1.8,1.4,1.8,0.0,1.0,0.4,2.4,0.0,0.8,0.4,2.0,0.0,1,0.0,1,3,1
281,2016-01-09,Exeter,Gloucester,Sandy Park,home,Ian Tempest,W,Sat,Jan,2015-16,24.4,16.6,19.0,22.0,0.6,0.4,0.2,0.4,2.8,1.6,2.4,0.0,2.0,1.2,1.4,0.0,2.0,1.2,2.2,0.0,2.2,1.6,2.6,0.0,1,0.0,1,5,9
492,2016-01-09,Northampton,Leicester,Welford Road,away,Wayne Barnes,L,Sat,Jan,2015-16,13.0,10.8,16.8,17.2,0.4,0.4,0.2,0.2,1.0,0.4,2.4,0.0,0.8,0.4,2.0,0.0,1.8,1.2,1.8,0.0,1.8,1.4,1.8,0.0,0,1.0,0,1,3
387,2016-01-09,Saracens,Harlequins,Twickenham Stoop,away,Craig Maxwell-Keys,L,Sat,Jan,2015-16,30.0,9.8,28.4,21.2,0.6,0.2,0.8,0.6,3.2,2.8,2.8,0.0,0.6,0.4,2.0,0.0,3.6,2.8,1.6,0.0,2.6,2.0,1.4,0.0,0,1.0,1,4,8
171,2016-01-09,Gloucester,Exeter,Sandy Park,away,Ian Tempest,L,Sat,Jan,2015-16,19.0,22.0,24.4,16.6,0.2,0.4,0.6,0.4,2.0,1.2,2.2,0.0,2.2,1.6,2.6,0.0,2.8,1.6,2.4,0.0,2.0,1.2,1.4,0.0,0,1.0,0,9,5
992,2016-01-09,Harlequins,Saracens,Twickenham Stoop,home,Craig Maxwell-Keys,W,Sat,Jan,2015-16,28.4,21.2,30.0,9.8,0.8,0.6,0.6,0.2,3.6,2.8,1.6,0.0,2.6,2.0,1.4,0.0,3.2,2.8,2.8,0.0,0.6,0.4,2.0,0.0,1,1.0,1,8,4
1188,2016-01-10,Wasps,Worcester,Ricoh Arena,home,Matthew Carley,W,Sun,Jan,2015-16,21.6,20.0,20.0,28.4,0.4,0.2,0.6,0.4,2.0,1.6,2.6,0.2,2.0,1.4,2.2,0.2,2.4,1.6,1.6,0.0,3.4,3.0,1.8,0.0,1,0.0,0,6,13
676,2016-01-10,London Irish,Newcastle,Madejski Stadium,home,JP Doyle,W,Sun,Jan,2015-16,15.0,33.2,13.4,23.4,0.0,0.8,0.0,0.6,2.0,1.6,0.6,0.0,4.0,3.0,2.4,0.0,1.2,1.0,1.8,0.0,2.4,1.8,2.6,0.0,1,0.0,1,10,11
1103,2016-01-10,Worcester,Wasps,Ricoh Arena,away,Matthew Carley,L,Sun,Jan,2015-16,20.0,28.4,21.6,20.0,0.6,0.4,0.4,0.2,2.4,1.6,1.6,0.0,3.4,3.0,1.8,0.0,2.0,1.6,2.6,0.2,2.0,1.4,2.2,0.2,0,0.0,0,13,6
599,2016-01-10,Newcastle,London Irish,Madejski Stadium,away,JP Doyle,L,Sun,Jan,2015-16,13.4,23.4,15.0,33.2,0.0,0.6,0.0,0.8,1.2,1.0,1.8,0.0,2.4,1.8,2.6,0.0,2.0,1.6,0.6,0.0,4.0,3.0,2.4,0.0,0,1.0,0,11,10
783,2016-01-29,Wasps,Northampton,Franklin's Gardens,away,Thomas Foley,W,Fri,Jan,2015-16,23.4,23.8,17.2,14.4,0.6,0.2,0.4,0.4,2.4,1.8,2.4,0.2,2.2,1.6,3.0,0.2,1.6,1.0,2.4,0.0,1.4,1.0,1.8,0.0,1,1.0,0,6,1
1104,2016-01-29,Northampton,Wasps,Franklin's Gardens,home,Thomas Foley,L,Fri,Jan,2015-16,17.2,14.4,23.4,23.8,0.4,0.4,0.6,0.2,1.6,1.0,2.4,0.0,1.4,1.0,1.8,0.0,2.4,1.8,2.4,0.2,2.2,1.6,3.0,0.2,0,0.0,1,1,6
27,2016-01-30,Saracens,Bath,Allianz Park,home,Dean Richards,W,Sat,Jan,2015-16,32.2,14.4,20.4,16.2,0.8,0.0,0.6,0.2,3.6,3.2,2.6,0.0,1.2,0.6,2.4,0.0,2.2,1.4,2.2,0.0,1.4,1.0,2.4,0.0,1,0.0,0,4,2
493,2016-01-30,Gloucester,Leicester,Kingsholm,home,JP Doyle,L,Sat,Jan,2015-16,20.4,21.2,21.6,18.8,0.2,0.4,0.2,0.4,2.2,1.4,2.2,0.0,2.4,1.6,2.0,0.0,2.4,1.8,2.0,0.0,2.2,1.8,1.4,0.0,0,0.0,1,9,3
282,2016-01-30,Leicester,Gloucester,Kingsholm,away,JP Doyle,W,Sat,Jan,2015-16,21.6,18.8,20.4,21.2,0.2,0.4,0.2,0.4,2.4,1.8,2.0,0.0,2.2,1.8,1.4,0.0,2.2,1.4,2.2,0.0,2.4,1.6,2.0,0.0,1,1.0,0,3,9
600,2016-01-30,Sale,London Irish,AJ Bell Stadium,home,Greg Garner,W,Sat,Jan,2015-16,16.0,19.2,16.2,27.2,0.4,0.4,0.0,0.8,1.2,0.8,2.6,0.2,2.2,0.8,2.0,0.2,2.0,1.6,1.0,0.0,3.2,2.0,2.4,0.0,1,1.0,1,7,10
886,2016-01-30,London Irish,Sale,AJ Bell Stadium,away,Greg Garner,L,Sat,Jan,2015-16,16.2,27.2,16.0,19.2,0.0,0.8,0.4,0.4,2.0,1.6,1.0,0.0,3.2,2.0,2.4,0.0,1.2,0.8,2.6,0.2,2.2,0.8,2.0,0.2,0,1.0,1,10,7
993,2016-01-30,Bath,Saracens,Allianz Park,away,Dean Richards,L,Sat,Jan,2015-16,20.4,16.2,32.2,14.4,0.6,0.2,0.8,0.0,2.2,1.4,2.2,0.0,1.4,1.0,2.4,0.0,3.6,3.2,2.6,0.0,1.2,0.6,2.4,0.0,0,0.0,0,2,4
172,2016-01-31,Worcester,Exeter,Sixways,home,Craig Maxwell-Keys,L,Sun,Jan,2015-16,18.8,30.8,24.4,17.4,0.4,0.6,0.6,0.4,1.8,1.0,2.6,0.0,3.8,3.2,1.8,0.0,3.2,1.8,1.6,0.0,2.2,1.4,1.2,0.0,0,0.0,1,13,5
677,2016-01-31,Harlequins,Newcastle,Kingston Park,away,Luke Pearce,L,Sun,Jan,2015-16,31.0,23.0,12.4,21.8,0.8,0.6,0.2,0.4,4.0,2.8,1.8,0.0,2.6,2.0,2.0,0.0,1.2,0.8,1.6,0.0,2.0,1.4,3.0,0.0,0,1.0,0,8,11
1189,2016-01-31,Exeter,Worcester,Sixways,away,Craig Maxwell-Keys,W,Sun,Jan,2015-16,24.4,17.4,18.8,30.8,0.6,0.4,0.4,0.6,3.2,1.8,1.6,0.0,2.2,1.4,1.2,0.0,1.8,1.0,2.6,0.0,3.8,3.2,1.8,0.0,1,1.0,0,5,13
388,2016-01-31,Newcastle,Harlequins,Kingston Park,home,Luke Pearce,W,Sun,Jan,2015-16,12.4,21.8,31.0,23.0,0.2,0.4,0.8,0.6,1.2,0.8,1.6,0.0,2.0,1.4,3.0,0.0,4.0,2.8,1.8,0.0,2.6,2.0,2.0,0.0,1,0.0,1,11,8
283,2016-02-05,Bath,Gloucester,The Recreation Ground,home,Matthew Carley,L,Fri,Feb,2015-16,14.0,17.2,23.4,22.0,0.6,0.2,0.4,0.4,1.2,0.4,2.4,0.0,1.2,0.8,3.2,0.0,2.6,1.6,2.4,0.0,3.0,2.0,1.0,0.0,0,0.0,0,2,9
28,2016-02-05,Gloucester,Bath,The Recreation Ground,away,Matthew Carley,W,Fri,Feb,2015-16,23.4,22.0,14.0,17.2,0.4,0.4,0.6,0.2,2.6,1.6,2.4,0.0,3.0,2.0,1.0,0.0,1.2,0.4,2.4,0.0,1.2,0.8,3.2,0.0,1,0.0,0,9,2
887,2016-02-06,Leicester,Sale,Welford Road,home,Tim Wigglesworth,L,Sat,Feb,2015-16,21.2,20.2,20.8,18.0,0.2,0.6,0.4,0.4,2.6,2.0,1.4,0.0,2.4,2.0,1.4,0.0,2.0,1.2,2.6,0.2,2.2,0.8,1.6,0.2,0,1.0,1,3,7
494,2016-02-06,Sale,Leicester,Welford Road,away,Tim Wigglesworth,W,Sat,Feb,2015-16,20.8,18.0,21.2,20.2,0.4,0.4,0.2,0.6,2.0,1.2,2.6,0.2,2.2,0.8,1.6,0.2,2.6,2.0,1.4,0.0,2.4,2.0,1.4,0.0,1,1.0,1,7,3
1105,2016-02-06,Newcastle,Wasps,Ricoh Arena,away,Craig Maxwell-Keys,L,Sat,Feb,2015-16,14.6,22.6,21.6,23.0,0.2,0.6,0.4,0.2,1.2,1.0,2.2,0.0,2.6,1.8,2.0,0.0,2.2,2.0,2.0,0.2,2.0,1.4,3.2,0.2,0,1.0,1,11,6
784,2016-02-06,Harlequins,Northampton,Twickenham Stoop,home,Greg Garner,L,Sat,Feb,2015-16,29.8,23.0,16.4,18.6,0.6,0.6,0.4,0.4,3.8,3.0,1.6,0.0,2.6,2.0,2.0,0.0,1.8,1.0,1.8,0.0,2.0,1.6,1.8,0.0,0,0.0,0,8,1
678,2016-02-06,Wasps,Newcastle,Ricoh Arena,home,Craig Maxwell-Keys,W,Sat,Feb,2015-16,21.6,23.0,14.6,22.6,0.4,0.2,0.2,0.6,2.2,2.0,2.0,0.2,2.0,1.4,3.2,0.2,1.2,1.0,2.2,0.0,2.6,1.8,2.0,0.0,1,1.0,1,6,11
389,2016-02-06,Northampton,Harlequins,Twickenham Stoop,away,Greg Garner,W,Sat,Feb,2015-16,16.4,18.6,29.8,23.0,0.4,0.4,0.6,0.6,1.8,1.0,1.8,0.0,2.0,1.6,1.8,0.0,3.8,3.0,1.6,0.0,2.6,2.0,2.0,0.0,1,0.0,0,1,8
1190,2016-02-07,London Irish,Worcester,Madejski Stadium,home,Wayne Barnes,W,Sun,Feb,2015-16,15.2,28.2,18.2,27.2,0.0,0.8,0.4,0.6,1.8,1.6,1.0,0.0,3.6,2.4,1.8,0.0,1.4,0.8,3.2,0.0,3.4,2.4,1.8,0.0,1,0.0,0,10,13
994,2016-02-07,Exeter,Saracens,Sandy Park,home,Thomas Foley,L,Sun,Feb,2015-16,25.2,15.4,26.4,13.4,0.8,0.0,0.6,0.2,3.6,1.8,1.2,0.0,1.4,1.2,2.0,0.0,2.6,2.2,3.0,0.0,1.0,0.6,2.4,0.0,0,1.0,1,5,4
601,2016-02-07,Worcester,London Irish,Madejski Stadium,away,Wayne Barnes,L,Sun,Feb,2015-16,18.2,27.2,15.2,28.2,0.4,0.6,0.0,0.8,1.4,0.8,3.2,0.0,3.4,2.4,1.8,0.0,1.8,1.6,1.0,0.0,3.6,2.4,1.8,0.0,0,0.0,0,13,10
173,2016-02-07,Saracens,Exeter,Sandy Park,away,Thomas Foley,W,Sun,Feb,2015-16,26.4,13.4,25.2,15.4,0.6,0.2,0.8,0.0,2.6,2.2,3.0,0.0,1.0,0.6,2.4,0.0,3.6,1.8,1.2,0.0,1.4,1.2,2.0,0.0,1,1.0,1,4,5
679,2016-02-12,Leicester,Newcastle,Kingston Park,away,Greg Garner,L,Fri,Feb,2015-16,16.0,18.2,15.6,16.8,0.2,0.6,0.4,0.4,1.8,1.4,1.4,0.0,2.2,1.8,1.2,0.0,1.4,1.0,2.2,0.0,1.8,1.2,1.8,0.0,0,0.0,0,3,11
495,2016-02-12,Newcastle,Leicester,Kingston Park,home,Greg Garner,W,Fri,Feb,2015-16,15.6,16.8,16.0,18.2,0.4,0.4,0.2,0.6,1.4,1.0,2.2,0.0,1.8,1.2,1.8,0.0,1.8,1.4,1.4,0.0,2.2,1.8,1.2,0.0,1,0.0,0,11,3
284,2016-02-13,Harlequins,Gloucester,Kingsholm,away,Wayne Barnes,L,Sat,Feb,2015-16,26.8,27.0,21.8,20.4,0.6,0.6,0.4,0.4,3.2,2.4,2.0,0.0,3.0,2.4,2.4,0.0,2.0,1.4,3.0,0.0,2.8,2.0,0.8,0.0,0,0.0,1,8,9
390,2016-02-13,Gloucester,Harlequins,Kingsholm,home,Wayne Barnes,W,Sat,Feb,2015-16,21.8,20.4,26.8,27.0,0.4,0.4,0.6,0.6,2.0,1.4,3.0,0.0,2.8,2.0,0.8,0.0,3.2,2.4,2.0,0.0,3.0,2.4,2.4,0.0,1,1.0,0,9,8
602,2016-02-13,Northampton,London Irish,Franklin's Gardens,home,Tim Wigglesworth,W,Sat,Feb,2015-16,19.2,21.0,17.8,23.2,0.4,0.4,0.0,0.8,2.2,1.4,1.8,0.0,2.2,2.0,2.0,0.0,2.0,1.8,1.4,0.0,3.0,1.4,1.8,0.0,1,1.0,1,1,10
1191,2016-02-13,Bath,Worcester,Sixways,away,JP Doyle,W,Sat,Feb,2015-16,14.0,16.0,16.8,25.4,0.8,0.2,0.6,0.4,1.2,0.4,2.4,0.0,0.8,0.6,3.6,0.0,1.4,0.4,3.0,0.0,3.0,2.2,2.0,0.0,1,0.0,0,2,13
785,2016-02-13,London Irish,Northampton,Franklin's Gardens,away,Tim Wigglesworth,L,Sat,Feb,2015-16,17.8,23.2,19.2,21.0,0.0,0.8,0.4,0.4,2.0,1.8,1.4,0.0,3.0,1.4,1.8,0.0,2.2,1.4,1.8,0.0,2.2,2.0,2.0,0.0,0,1.0,1,10,1
888,2016-02-13,Exeter,Sale,AJ Bell Stadium,away,Andrew Small,L,Sat,Feb,2015-16,19.2,12.8,19.8,15.6,0.8,0.0,0.4,0.6,2.6,1.0,1.4,0.0,1.0,0.6,2.2,0.0,2.2,1.4,1.8,0.2,1.8,0.6,1.6,0.2,0,0.0,1,5,7
29,2016-02-13,Worcester,Bath,Sixways,home,JP Doyle,L,Sat,Feb,2015-16,16.8,25.4,14.0,16.0,0.6,0.4,0.8,0.2,1.4,0.4,3.0,0.0,3.0,2.2,2.0,0.0,1.2,0.4,2.4,0.0,0.8,0.6,3.6,0.0,0,0.0,0,13,2
174,2016-02-13,Sale,Exeter,AJ Bell Stadium,home,Andrew Small,W,Sat,Feb,2015-16,19.8,15.6,19.2,12.8,0.4,0.6,0.8,0.0,2.2,1.4,1.8,0.2,1.8,0.6,1.6,0.2,2.6,1.0,1.4,0.0,1.0,0.6,2.2,0.0,1,1.0,0,7,5
1106,2016-02-14,Saracens,Wasps,Allianz Park,home,Ian Tempest,L,Sun,Feb,2015-16,21.6,15.0,18.0,16.4,0.4,0.4,0.4,0.2,2.0,1.6,2.8,0.0,1.2,0.6,2.6,0.0,1.6,1.4,2.2,0.2,1.0,0.6,3.2,0.2,0,1.0,1,4,6
995,2016-02-14,Wasps,Saracens,Allianz Park,away,Ian Tempest,W,Sun,Feb,2015-16,18.0,16.4,21.6,15.0,0.4,0.2,0.4,0.4,1.6,1.4,2.2,0.2,1.0,0.6,3.2,0.2,2.0,1.6,2.8,0.0,1.2,0.6,2.6,0.0,1,1.0,1,6,4
391,2016-02-19,Leicester,Harlequins,Twickenham Stoop,away,JP Doyle,L,Fri,Feb,2015-16,14.4,21.4,20.2,24.8,0.2,0.6,0.4,0.4,1.4,1.0,1.8,0.0,2.4,2.0,1.8,0.0,2.2,1.6,2.0,0.0,2.6,2.0,2.6,0.0,0,0.0,0,3,8
496,2016-02-19,Harlequins,Leicester,Twickenham Stoop,home,JP Doyle,W,Fri,Feb,2015-16,20.2,24.8,14.4,21.4,0.4,0.4,0.2,0.6,2.2,1.6,2.0,0.0,2.6,2.0,2.6,0.0,1.4,1.0,1.8,0.0,2.4,2.0,1.8,0.0,1,0.0,0,8,3
889,2016-02-20,Worcester,Sale,Sixways,home,Greg Garner,W,Sat,Feb,2015-16,16.8,24.4,20.6,14.4,0.6,0.4,0.2,0.8,1.6,0.8,2.4,0.0,2.8,2.2,2.0,0.0,2.4,1.6,1.6,0.2,1.6,0.8,1.4,0.2,1,0.0,1,13,7
1107,2016-02-20,Bath,Wasps,The Recreation Ground,home,Thomas Foley,L,Sat,Feb,2015-16,15.0,16.2,27.6,15.8,0.6,0.4,0.6,0.2,1.2,0.6,2.6,0.0,1.0,0.8,3.2,0.0,3.0,2.4,2.4,0.2,1.0,0.6,3.0,0.2,0,1.0,1,2,6
285,2016-02-20,Saracens,Gloucester,Allianz Park,home,Craig Maxwell-Keys,W,Sat,Feb,2015-16,21.0,24.6,19.6,13.8,0.4,0.6,0.2,0.2,2.0,1.6,2.6,0.0,2.6,1.6,2.8,0.0,1.6,1.0,3.2,0.0,1.8,1.2,0.8,0.0,1,0.0,1,4,9
30,2016-02-20,Wasps,Bath,The Recreation Ground,away,Thomas Foley,W,Sat,Feb,2015-16,27.6,15.8,15.0,16.2,0.6,0.2,0.6,0.4,3.0,2.4,2.4,0.2,1.0,0.6,3.0,0.2,1.2,0.6,2.6,0.0,1.0,0.8,3.2,0.0,1,1.0,1,6,2
996,2016-02-20,Gloucester,Saracens,Allianz Park,away,Craig Maxwell-Keys,L,Sat,Feb,2015-16,19.6,13.8,21.0,24.6,0.2,0.2,0.4,0.6,1.6,1.0,3.2,0.0,1.8,1.2,0.8,0.0,2.0,1.6,2.6,0.0,2.6,1.6,2.8,0.0,0,1.0,0,9,4
1192,2016-02-20,Sale,Worcester,Sixways,away,Greg Garner,L,Sat,Feb,2015-16,20.6,14.4,16.8,24.4,0.2,0.8,0.6,0.4,2.4,1.6,1.6,0.2,1.6,0.8,1.4,0.2,1.6,0.8,2.4,0.0,2.8,2.2,2.0,0.0,0,1.0,0,7,13
786,2016-02-21,Newcastle,Northampton,Kingston Park,home,Wayne Barnes,W,Sun,Feb,2015-16,18.8,15.2,21.6,17.4,0.4,0.4,0.4,0.4,1.6,1.2,2.8,0.0,1.4,0.8,2.2,0.0,2.6,2.2,1.4,0.0,1.8,1.8,1.6,0.0,1,1.0,1,11,1
680,2016-02-21,Northampton,Newcastle,Kingston Park,away,Wayne Barnes,L,Sun,Feb,2015-16,21.6,17.4,18.8,15.2,0.4,0.4,0.4,0.4,2.6,2.2,1.4,0.0,1.8,1.8,1.6,0.0,1.6,1.2,2.8,0.0,1.4,0.8,2.2,0.0,0,1.0,1,1,11
175,2016-02-21,London Irish,Exeter,Madejski Stadium,home,Dean Richards,L,Sun,Feb,2015-16,14.2,25.6,16.0,14.0,0.0,0.8,0.8,0.0,1.6,1.6,1.0,0.0,3.4,2.2,1.4,0.0,2.0,1.2,1.2,0.0,1.2,0.4,2.4,0.0,0,0.0,0,10,5
603,2016-02-21,Exeter,London Irish,Madejski Stadium,away,Dean Richards,W,Sun,Feb,2015-16,16.0,14.0,14.2,25.6,0.8,0.0,0.0,0.8,2.0,1.2,1.2,0.0,1.2,0.4,2.4,0.0,1.6,1.6,1.0,0.0,3.4,2.2,1.4,0.0,1,0.0,0,5,10
681,2016-02-27,Gloucester,Newcastle,Kingsholm,home,Dean Richards,W,Sat,Feb,2015-16,16.6,16.0,20.2,17.4,0.2,0.2,0.4,0.4,1.2,0.8,3.0,0.0,1.6,1.0,2.0,0.0,1.8,1.4,2.8,0.0,1.8,1.2,2.0,0.0,1,0.0,1,9,11
787,2016-02-27,Worcester,Northampton,Franklin's Gardens,away,Matthew Carley,L,Sat,Feb,2015-16,19.0,24.2,25.0,22.0,0.4,0.6,0.6,0.2,1.6,1.0,3.0,0.0,3.0,1.6,2.0,0.0,3.0,2.6,1.6,0.0,2.2,2.2,2.2,0.0,0,1.0,0,13,1
286,2016-02-27,Newcastle,Gloucester,Kingsholm,away,Dean Richards,L,Sat,Feb,2015-16,20.2,17.4,16.6,16.0,0.4,0.4,0.2,0.2,1.8,1.4,2.8,0.0,1.8,1.2,2.0,0.0,1.2,0.8,3.0,0.0,1.6,1.0,2.0,0.0,0,1.0,0,11,9
1193,2016-02-27,Northampton,Worcester,Franklin's Gardens,home,Matthew Carley,W,Sat,Feb,2015-16,25.0,22.0,19.0,24.2,0.6,0.2,0.4,0.6,3.0,2.6,1.6,0.0,2.2,2.2,2.2,0.0,1.6,1.0,3.0,0.0,3.0,1.6,2.0,0.0,1,0.0,1,1,13
890,2016-02-27,Saracens,Sale,AJ Bell Stadium,away,Tim Wigglesworth,D,Sat,Feb,2015-16,20.8,25.8,21.8,14.0,0.2,0.6,0.4,0.6,1.4,1.2,3.8,0.0,2.6,1.6,3.2,0.0,2.8,1.2,1.6,0.2,1.2,1.0,1.8,0.2,0,1.0,0,4,7
997,2016-02-27,Sale,Saracens,AJ Bell Stadium,home,Tim Wigglesworth,D,Sat,Feb,2015-16,21.8,14.0,20.8,25.8,0.4,0.6,0.2,0.6,2.8,1.2,1.6,0.2,1.2,1.0,1.8,0.2,1.4,1.2,3.8,0.0,2.6,1.6,3.2,0.0,0,0.0,1,7,4
497,2016-02-28,London Irish,Leicester,Welford Road,away,Ian Tempest,L,Sun,Feb,2015-16,14.4,24.6,17.0,21.2,0.2,0.8,0.4,0.4,1.6,1.4,1.2,0.0,3.2,2.2,1.4,0.0,1.6,1.2,2.2,0.0,1.8,1.6,3.0,0.0,0,0.0,0,10,3
31,2016-02-28,Exeter,Bath,Sandy Park,home,Greg Garner,W,Sun,Feb,2015-16,19.8,15.4,14.4,18.2,0.6,0.2,0.8,0.2,2.2,1.4,2.0,0.0,1.4,0.6,2.4,0.0,1.2,0.6,2.4,0.0,1.4,0.8,3.2,0.0,1,1.0,0,5,2
176,2016-02-28,Bath,Exeter,Sandy Park,away,Greg Garner,L,Sun,Feb,2015-16,14.4,18.2,19.8,15.4,0.8,0.2,0.6,0.2,1.2,0.6,2.4,0.0,1.4,0.8,3.2,0.0,2.2,1.4,2.0,0.0,1.4,0.6,2.4,0.0,0,0.0,1,2,5
604,2016-02-28,Leicester,London Irish,Welford Road,home,Ian Tempest,W,Sun,Feb,2015-16,17.0,21.2,14.4,24.6,0.4,0.4,0.2,0.8,1.6,1.2,2.2,0.0,1.8,1.6,3.0,0.0,1.6,1.4,1.2,0.0,3.2,2.2,1.4,0.0,1,0.0,0,3,10
392,2016-02-28,Wasps,Harlequins,Ricoh Arena,home,Craig Maxwell-Keys,W,Sun,Feb,2015-16,30.6,16.4,20.4,24.6,0.4,0.4,0.4,0.4,3.6,2.4,2.6,0.0,1.4,0.8,2.6,0.0,1.8,1.2,3.0,0.0,2.2,2.0,3.2,0.0,1,1.0,1,6,8
1108,2016-02-28,Harlequins,Wasps,Ricoh Arena,away,Craig Maxwell-Keys,L,Sun,Feb,2015-16,20.4,24.6,30.6,16.4,0.4,0.4,0.4,0.4,1.8,1.2,3.0,0.0,2.2,2.0,3.2,0.0,3.6,2.4,2.6,0.0,1.4,0.8,2.6,0.0,0,1.0,1,8,6
1194,2016-03-04,Newcastle,Worcester,Kingston Park,home,Wayne Barnes,L,Fri,Mar,2015-16,18.4,19.8,18.2,25.4,0.2,0.6,0.4,0.6,1.4,1.2,3.0,0.0,2.2,1.4,2.0,0.0,1.8,1.0,2.4,0.0,3.4,1.8,1.6,0.0,0,0.0,0,11,13
682,2016-03-04,Worcester,Newcastle,Kingston Park,away,Wayne Barnes,W,Fri,Mar,2015-16,18.2,25.4,18.4,19.8,0.4,0.6,0.2,0.6,1.8,1.0,2.4,0.0,3.4,1.8,1.6,0.0,1.4,1.2,3.0,0.0,2.2,1.4,2.0,0.0,1,0.0,0,13,11
